r_p,wavelength,abs_sigma
4.81633e-008,3.30612e-007,1.45832e-014
4.81633e-008,3.36735e-007,1.52238e-014
4.81633e-008,3.42857e-007,1.62446e-014
4.81633e-008,3.4898e-007,1.66053e-014
4.81633e-008,3.55102e-007,1.70976e-014
4.81633e-008,3.61224e-007,1.8188e-014
4.81633e-008,3.67347e-007,1.91866e-014
4.81633e-008,3.73469e-007,1.98738e-014
4.81633e-008,3.79592e-007,2.03844e-014
4.81633e-008,3.85714e-007,2.08379e-014
4.81633e-008,3.91837e-007,2.16431e-014
4.81633e-008,3.97959e-007,2.26433e-014
4.81633e-008,4.04082e-007,2.34802e-014
4.81633e-008,4.10204e-007,2.40974e-014
4.81633e-008,4.16327e-007,2.48705e-014
4.81633e-008,4.22449e-007,2.52734e-014
4.81633e-008,4.28571e-007,2.61196e-014
4.81633e-008,4.34694e-007,2.65442e-014
4.81633e-008,4.40816e-007,2.73729e-014
4.81633e-008,4.46939e-007,2.80352e-014
4.81633e-008,4.53061e-007,2.86633e-014
4.81633e-008,4.59184e-007,2.9157e-014
4.81633e-008,4.65306e-007,2.95673e-014
4.81633e-008,4.71429e-007,3.02758e-014
4.81633e-008,4.77551e-007,3.09091e-014
4.81633e-008,4.83673e-007,3.14686e-014
4.81633e-008,4.89796e-007,3.18186e-014
4.81633e-008,4.95918e-007,3.24551e-014
4.81633e-008,5.02041e-007,3.27721e-014
4.81633e-008,5.08163e-007,3.32673e-014
4.81633e-008,5.14286e-007,3.36232e-014
4.81633e-008,5.20408e-007,3.4317e-014
4.81633e-008,5.26531e-007,3.4676e-014
4.81633e-008,5.32653e-007,3.51842e-014
4.81633e-008,5.38776e-007,3.54351e-014
4.81633e-008,5.44898e-007,3.58601e-014
4.81633e-008,5.5102e-007,3.62898e-014
4.81633e-008,5.57143e-007,3.68457e-014
4.81633e-008,5.63265e-007,3.72035e-014
4.81633e-008,5.69388e-007,3.75385e-014
4.81633e-008,5.7551e-007,3.80287e-014
4.81633e-008,5.81633e-007,3.84525e-014
4.81633e-008,5.87755e-007,3.87444e-014
4.81633e-008,5.93878e-007,3.92828e-014
4.81633e-008,6e-007,3.96476e-014
4.89796e-008,3e-007,1.01921e-014
4.89796e-008,3.06122e-007,1.09364e-014
4.89796e-008,3.12245e-007,1.15615e-014
4.89796e-008,3.18367e-007,1.18838e-014
4.89796e-008,3.2449e-007,1.28619e-014
4.89796e-008,3.30612e-007,1.35821e-014
4.89796e-008,3.36735e-007,1.41375e-014
4.89796e-008,3.42857e-007,1.51222e-014
4.89796e-008,3.4898e-007,1.54927e-014
4.89796e-008,3.55102e-007,1.59658e-014
4.89796e-008,3.61224e-007,1.69815e-014
4.89796e-008,3.67347e-007,1.79005e-014
4.89796e-008,3.73469e-007,1.85634e-014
4.89796e-008,3.79592e-007,1.90979e-014
4.89796e-008,3.85714e-007,1.95643e-014
4.89796e-008,3.91837e-007,2.03605e-014
4.89796e-008,3.97959e-007,2.12524e-014
4.89796e-008,4.04082e-007,2.20589e-014
4.89796e-008,4.10204e-007,2.26617e-014
4.89796e-008,4.16327e-007,2.34464e-014
4.89796e-008,4.22449e-007,2.39085e-014
4.89796e-008,4.28571e-007,2.47191e-014
4.89796e-008,4.34694e-007,2.51385e-014
4.89796e-008,4.40816e-007,2.59671e-014
4.89796e-008,4.46939e-007,2.66121e-014
4.89796e-008,4.53061e-007,2.73149e-014
4.89796e-008,4.59184e-007,2.77767e-014
4.89796e-008,4.65306e-007,2.8215e-014
4.89796e-008,4.71429e-007,2.89495e-014
4.89796e-008,4.77551e-007,2.96216e-014
4.89796e-008,4.83673e-007,3.01766e-014
4.89796e-008,4.89796e-007,3.05654e-014
4.89796e-008,4.95918e-007,3.12051e-014
4.89796e-008,5.02041e-007,3.16392e-014
4.89796e-008,5.08163e-007,3.21822e-014
4.89796e-008,5.14286e-007,3.25969e-014
4.89796e-008,5.20408e-007,3.32868e-014
4.89796e-008,5.26531e-007,3.36781e-014
4.89796e-008,5.32653e-007,3.42205e-014
4.89796e-008,5.38776e-007,3.44904e-014
4.89796e-008,5.44898e-007,3.50099e-014
4.89796e-008,5.5102e-007,3.54417e-014
4.89796e-008,5.57143e-007,3.60427e-014
4.89796e-008,5.63265e-007,3.64304e-014
4.89796e-008,5.69388e-007,3.68947e-014
4.89796e-008,5.7551e-007,3.73807e-014
4.89796e-008,5.81633e-007,3.78471e-014
4.89796e-008,5.87755e-007,3.82386e-014
4.89796e-008,5.93878e-007,3.88126e-014
4.89796e-008,6e-007,3.92208e-014
4.97959e-008,3e-007,9.43514e-015
4.97959e-008,3.06122e-007,1.01326e-014
4.97959e-008,3.12245e-007,1.0747e-014
4.97959e-008,3.18367e-007,1.10688e-014
4.97959e-008,3.2449e-007,1.19577e-014
4.97959e-008,3.30612e-007,1.26469e-014
4.97959e-008,3.36735e-007,1.31471e-014
4.97959e-008,3.42857e-007,1.41331e-014
4.97959e-008,3.4898e-007,1.4475e-014
4.97959e-008,3.55102e-007,1.49334e-014
4.97959e-008,3.61224e-007,1.59337e-014
4.97959e-008,3.67347e-007,1.6759e-014
4.97959e-008,3.73469e-007,1.7403e-014
4.97959e-008,3.79592e-007,1.79506e-014
4.97959e-008,3.85714e-007,1.83757e-014
4.97959e-008,3.91837e-007,1.91968e-014
4.97959e-008,3.97959e-007,2.0027e-014
4.97959e-008,4.04082e-007,2.08263e-014
4.97959e-008,4.10204e-007,2.14221e-014
4.97959e-008,4.16327e-007,2.22258e-014
4.97959e-008,4.22449e-007,2.26625e-014
4.97959e-008,4.28571e-007,2.34588e-014
4.97959e-008,4.34694e-007,2.39098e-014
4.97959e-008,4.40816e-007,2.47465e-014
4.97959e-008,4.46939e-007,2.53972e-014
4.97959e-008,4.53061e-007,2.60941e-014
4.97959e-008,4.59184e-007,2.65133e-014
4.97959e-008,4.65306e-007,2.69663e-014
4.97959e-008,4.71429e-007,2.77351e-014
4.97959e-008,4.77551e-007,2.83983e-014
4.97959e-008,4.83673e-007,2.90272e-014
4.97959e-008,4.89796e-007,2.94348e-014
4.97959e-008,4.95918e-007,3.00905e-014
4.97959e-008,5.02041e-007,3.05548e-014
4.97959e-008,5.08163e-007,3.11179e-014
4.97959e-008,5.14286e-007,3.15626e-014
4.97959e-008,5.20408e-007,3.22156e-014
4.97959e-008,5.26531e-007,3.26958e-014
4.97959e-008,5.32653e-007,3.31956e-014
4.97959e-008,5.38776e-007,3.35285e-014
4.97959e-008,5.44898e-007,3.40342e-014
4.97959e-008,5.5102e-007,3.45407e-014
4.97959e-008,5.57143e-007,3.51512e-014
4.97959e-008,5.63265e-007,3.55694e-014
4.97959e-008,5.69388e-007,3.60829e-014
4.97959e-008,5.7551e-007,3.662e-014
4.97959e-008,5.81633e-007,3.71054e-014
4.97959e-008,5.87755e-007,3.74917e-014
4.97959e-008,5.93878e-007,3.80496e-014
4.97959e-008,6e-007,3.84731e-014
5.06122e-008,3e-007,8.85975e-015
5.06122e-008,3.06122e-007,9.50044e-015
5.06122e-008,3.12245e-007,1.00962e-014
5.06122e-008,3.18367e-007,1.04169e-014
5.06122e-008,3.2449e-007,1.12553e-014
5.06122e-008,3.30612e-007,1.19023e-014
5.06122e-008,3.36735e-007,1.23843e-014
5.06122e-008,3.42857e-007,1.33822e-014
5.06122e-008,3.4898e-007,1.36641e-014
5.06122e-008,3.55102e-007,1.41183e-014
5.06122e-008,3.61224e-007,1.51283e-014
5.06122e-008,3.67347e-007,1.58565e-014
5.06122e-008,3.73469e-007,1.65321e-014
5.06122e-008,3.79592e-007,1.70358e-014
5.06122e-008,3.85714e-007,1.74427e-014
5.06122e-008,3.91837e-007,1.82923e-014
5.06122e-008,3.97959e-007,1.90978e-014
5.06122e-008,4.04082e-007,1.98832e-014
5.06122e-008,4.10204e-007,2.04921e-014
5.06122e-008,4.16327e-007,2.1263e-014
5.06122e-008,4.22449e-007,2.1693e-014
5.06122e-008,4.28571e-007,2.25239e-014
5.06122e-008,4.34694e-007,2.29246e-014
5.06122e-008,4.40816e-007,2.37799e-014
5.06122e-008,4.46939e-007,2.44411e-014
5.06122e-008,4.53061e-007,2.50863e-014
5.06122e-008,4.59184e-007,2.55357e-014
5.06122e-008,4.65306e-007,2.60013e-014
5.06122e-008,4.71429e-007,2.67866e-014
5.06122e-008,4.77551e-007,2.74495e-014
5.06122e-008,4.83673e-007,2.81036e-014
5.06122e-008,4.89796e-007,2.85043e-014
5.06122e-008,4.95918e-007,2.91631e-014
5.06122e-008,5.02041e-007,2.95824e-014
5.06122e-008,5.08163e-007,3.01579e-014
5.06122e-008,5.14286e-007,3.06121e-014
5.06122e-008,5.20408e-007,3.12975e-014
5.06122e-008,5.26531e-007,3.17728e-014
5.06122e-008,5.32653e-007,3.23065e-014
5.06122e-008,5.38776e-007,3.26892e-014
5.06122e-008,5.44898e-007,3.31705e-014
5.06122e-008,5.5102e-007,3.37106e-014
5.06122e-008,5.57143e-007,3.4336e-014
5.06122e-008,5.63265e-007,3.47557e-014
5.06122e-008,5.69388e-007,3.5228e-014
5.06122e-008,5.7551e-007,3.57772e-014
5.06122e-008,5.81633e-007,3.62609e-014
5.06122e-008,5.87755e-007,3.66424e-014
5.06122e-008,5.93878e-007,3.72137e-014
5.06122e-008,6e-007,3.76484e-014
5.14286e-008,3e-007,8.46725e-015
5.14286e-008,3.06122e-007,9.06504e-015
5.14286e-008,3.12245e-007,9.67116e-015
5.14286e-008,3.18367e-007,9.968e-015
5.14286e-008,3.2449e-007,1.07785e-014
5.14286e-008,3.30612e-007,1.14198e-014
5.14286e-008,3.36735e-007,1.1859e-014
5.14286e-008,3.42857e-007,1.28811e-014
5.14286e-008,3.4898e-007,1.3114e-014
5.14286e-008,3.55102e-007,1.35599e-014
5.14286e-008,3.61224e-007,1.45734e-014
5.14286e-008,3.67347e-007,1.52444e-014
5.14286e-008,3.73469e-007,1.59509e-014
5.14286e-008,3.79592e-007,1.64309e-014
5.14286e-008,3.85714e-007,1.685e-014
5.14286e-008,3.91837e-007,1.77147e-014
5.14286e-008,3.97959e-007,1.84555e-014
5.14286e-008,4.04082e-007,1.92337e-014
5.14286e-008,4.10204e-007,1.98501e-014
5.14286e-008,4.16327e-007,2.05795e-014
5.14286e-008,4.22449e-007,2.10768e-014
5.14286e-008,4.28571e-007,2.18819e-014
5.14286e-008,4.34694e-007,2.22121e-014
5.14286e-008,4.40816e-007,2.30889e-014
5.14286e-008,4.46939e-007,2.37461e-014
5.14286e-008,4.53061e-007,2.43979e-014
5.14286e-008,4.59184e-007,2.48588e-014
5.14286e-008,4.65306e-007,2.53204e-014
5.14286e-008,4.71429e-007,2.60985e-014
5.14286e-008,4.77551e-007,2.67624e-014
5.14286e-008,4.83673e-007,2.73695e-014
5.14286e-008,4.89796e-007,2.7761e-014
5.14286e-008,4.95918e-007,2.84052e-014
5.14286e-008,5.02041e-007,2.88146e-014
5.14286e-008,5.08163e-007,2.93999e-014
5.14286e-008,5.14286e-007,2.98549e-014
5.14286e-008,5.20408e-007,3.05791e-014
5.14286e-008,5.26531e-007,3.10259e-014
5.14286e-008,5.32653e-007,3.15816e-014
5.14286e-008,5.38776e-007,3.19407e-014
5.14286e-008,5.44898e-007,3.2443e-014
5.14286e-008,5.5102e-007,3.29376e-014
5.14286e-008,5.57143e-007,3.35565e-014
5.14286e-008,5.63265e-007,3.39374e-014
5.14286e-008,5.69388e-007,3.44096e-014
5.14286e-008,5.7551e-007,3.49666e-014
5.14286e-008,5.81633e-007,3.54566e-014
5.14286e-008,5.87755e-007,3.58816e-014
5.14286e-008,5.93878e-007,3.64413e-014
5.14286e-008,6e-007,3.68803e-014
5.22449e-008,3e-007,8.24753e-015
5.22449e-008,3.06122e-007,8.83226e-015
5.22449e-008,3.12245e-007,9.47026e-015
5.22449e-008,3.18367e-007,9.75084e-015
5.22449e-008,3.2449e-007,1.05393e-014
5.22449e-008,3.30612e-007,1.11849e-014
5.22449e-008,3.36735e-007,1.15761e-014
5.22449e-008,3.42857e-007,1.26361e-014
5.22449e-008,3.4898e-007,1.28423e-014
5.22449e-008,3.55102e-007,1.3276e-014
5.22449e-008,3.61224e-007,1.43008e-014
5.22449e-008,3.67347e-007,1.49417e-014
5.22449e-008,3.73469e-007,1.56541e-014
5.22449e-008,3.79592e-007,1.61397e-014
5.22449e-008,3.85714e-007,1.65424e-014
5.22449e-008,3.91837e-007,1.74264e-014
5.22449e-008,3.97959e-007,1.80902e-014
5.22449e-008,4.04082e-007,1.88753e-014
5.22449e-008,4.10204e-007,1.94813e-014
5.22449e-008,4.16327e-007,2.02055e-014
5.22449e-008,4.22449e-007,2.07174e-014
5.22449e-008,4.28571e-007,2.14867e-014
5.22449e-008,4.34694e-007,2.18078e-014
5.22449e-008,4.40816e-007,2.26921e-014
5.22449e-008,4.46939e-007,2.33428e-014
5.22449e-008,4.53061e-007,2.40035e-014
5.22449e-008,4.59184e-007,2.44026e-014
5.22449e-008,4.65306e-007,2.48411e-014
5.22449e-008,4.71429e-007,2.56056e-014
5.22449e-008,4.77551e-007,2.62425e-014
5.22449e-008,4.83673e-007,2.68121e-014
5.22449e-008,4.89796e-007,2.72239e-014
5.22449e-008,4.95918e-007,2.78527e-014
5.22449e-008,5.02041e-007,2.8273e-014
5.22449e-008,5.08163e-007,2.88464e-014
5.22449e-008,5.14286e-007,2.92915e-014
5.22449e-008,5.20408e-007,2.99794e-014
5.22449e-008,5.26531e-007,3.0445e-014
5.22449e-008,5.32653e-007,3.09416e-014
5.22449e-008,5.38776e-007,3.12417e-014
5.22449e-008,5.44898e-007,3.17523e-014
5.22449e-008,5.5102e-007,3.22061e-014
5.22449e-008,5.57143e-007,3.28088e-014
5.22449e-008,5.63265e-007,3.32014e-014
5.22449e-008,5.69388e-007,3.36685e-014
5.22449e-008,5.7551e-007,3.42622e-014
5.22449e-008,5.81633e-007,3.4752e-014
5.22449e-008,5.87755e-007,3.50822e-014
5.22449e-008,5.93878e-007,3.56756e-014
5.22449e-008,6e-007,3.61038e-014
5.30612e-008,3e-007,8.20796e-015
5.30612e-008,3.06122e-007,8.79342e-015
5.30612e-008,3.12245e-007,9.44893e-015
5.30612e-008,3.18367e-007,9.71368e-015
5.30612e-008,3.2449e-007,1.05109e-014
5.30612e-008,3.30612e-007,1.11456e-014
5.30612e-008,3.36735e-007,1.15292e-014
5.30612e-008,3.42857e-007,1.2628e-014
5.30612e-008,3.4898e-007,1.28051e-014
5.30612e-008,3.55102e-007,1.32334e-014
5.30612e-008,3.61224e-007,1.42856e-014
5.30612e-008,3.67347e-007,1.48892e-014
5.30612e-008,3.73469e-007,1.56129e-014
5.30612e-008,3.79592e-007,1.60693e-014
5.30612e-008,3.85714e-007,1.64443e-014
5.30612e-008,3.91837e-007,1.73519e-014
5.30612e-008,3.97959e-007,1.79867e-014
5.30612e-008,4.04082e-007,1.87747e-014
5.30612e-008,4.10204e-007,1.93699e-014
5.30612e-008,4.16327e-007,2.00937e-014
5.30612e-008,4.22449e-007,2.05646e-014
5.30612e-008,4.28571e-007,2.13381e-014
5.30612e-008,4.34694e-007,2.16319e-014
5.30612e-008,4.40816e-007,2.25098e-014
5.30612e-008,4.46939e-007,2.31553e-014
5.30612e-008,4.53061e-007,2.37654e-014
5.30612e-008,4.59184e-007,2.41118e-014
5.30612e-008,4.65306e-007,2.45249e-014
5.30612e-008,4.71429e-007,2.52757e-014
5.30612e-008,4.77551e-007,2.58952e-014
5.30612e-008,4.83673e-007,2.64373e-014
5.30612e-008,4.89796e-007,2.68616e-014
5.30612e-008,4.95918e-007,2.74711e-014
5.30612e-008,5.02041e-007,2.78542e-014
5.30612e-008,5.08163e-007,2.83938e-014
5.30612e-008,5.14286e-007,2.88154e-014
5.30612e-008,5.20408e-007,2.94418e-014
5.30612e-008,5.26531e-007,2.99113e-014
5.30612e-008,5.32653e-007,3.03577e-014
5.30612e-008,5.38776e-007,3.06276e-014
5.30612e-008,5.44898e-007,3.11736e-014
5.30612e-008,5.5102e-007,3.15586e-014
5.30612e-008,5.57143e-007,3.21685e-014
5.30612e-008,5.63265e-007,3.2573e-014
5.30612e-008,5.69388e-007,3.30139e-014
5.30612e-008,5.7551e-007,3.3585e-014
5.30612e-008,5.81633e-007,3.40584e-014
5.30612e-008,5.87755e-007,3.43485e-014
5.30612e-008,5.93878e-007,3.49064e-014
5.30612e-008,6e-007,3.53242e-014
5.38776e-008,3e-007,8.32557e-015
5.38776e-008,3.06122e-007,8.91046e-015
5.38776e-008,3.12245e-007,9.56698e-015
5.38776e-008,3.18367e-007,9.82913e-015
5.38776e-008,3.2449e-007,1.06302e-014
5.38776e-008,3.30612e-007,1.12702e-014
5.38776e-008,3.36735e-007,1.16555e-014
5.38776e-008,3.42857e-007,1.27825e-014
5.38776e-008,3.4898e-007,1.29251e-014
5.38776e-008,3.55102e-007,1.3354e-014
5.38776e-008,3.61224e-007,1.44247e-014
5.38776e-008,3.67347e-007,1.49936e-014
5.38776e-008,3.73469e-007,1.57307e-014
5.38776e-008,3.79592e-007,1.61556e-014
5.38776e-008,3.85714e-007,1.65289e-014
5.38776e-008,3.91837e-007,1.74433e-014
5.38776e-008,3.97959e-007,1.80634e-014
5.38776e-008,4.04082e-007,1.88397e-014
5.38776e-008,4.10204e-007,1.9428e-014
5.38776e-008,4.16327e-007,2.01217e-014
5.38776e-008,4.22449e-007,2.05918e-014
5.38776e-008,4.28571e-007,2.1336e-014
5.38776e-008,4.34694e-007,2.15637e-014
5.38776e-008,4.40816e-007,2.24286e-014
5.38776e-008,4.46939e-007,2.30572e-014
5.38776e-008,4.53061e-007,2.36195e-014
5.38776e-008,4.59184e-007,2.39637e-014
5.38776e-008,4.65306e-007,2.43577e-014
5.38776e-008,4.71429e-007,2.50834e-014
5.38776e-008,4.77551e-007,2.56856e-014
5.38776e-008,4.83673e-007,2.61954e-014
5.38776e-008,4.89796e-007,2.65753e-014
5.38776e-008,4.95918e-007,2.71529e-014
5.38776e-008,5.02041e-007,2.74831e-014
5.38776e-008,5.08163e-007,2.79911e-014
5.38776e-008,5.14286e-007,2.83855e-014
5.38776e-008,5.20408e-007,2.89958e-014
5.38776e-008,5.26531e-007,2.94528e-014
5.38776e-008,5.32653e-007,2.98777e-014
5.38776e-008,5.38776e-007,3.01453e-014
5.38776e-008,5.44898e-007,3.06959e-014
5.38776e-008,5.5102e-007,3.10346e-014
5.38776e-008,5.57143e-007,3.164e-014
5.38776e-008,5.63265e-007,3.19801e-014
5.38776e-008,5.69388e-007,3.24444e-014
5.38776e-008,5.7551e-007,3.29585e-014
5.38776e-008,5.81633e-007,3.34268e-014
5.38776e-008,5.87755e-007,3.37494e-014
5.38776e-008,5.93878e-007,3.42671e-014
5.38776e-008,6e-007,3.4687e-014
5.46939e-008,3e-007,8.53165e-015
5.46939e-008,3.06122e-007,9.12e-015
5.46939e-008,3.12245e-007,9.78572e-015
5.46939e-008,3.18367e-007,1.00467e-014
5.46939e-008,3.2449e-007,1.0851e-014
5.46939e-008,3.30612e-007,1.15058e-014
5.46939e-008,3.36735e-007,1.18711e-014
5.46939e-008,3.42857e-007,1.30151e-014
5.46939e-008,3.4898e-007,1.31399e-014
5.46939e-008,3.55102e-007,1.3566e-014
5.46939e-008,3.61224e-007,1.46339e-014
5.46939e-008,3.67347e-007,1.51915e-014
5.46939e-008,3.73469e-007,1.59332e-014
5.46939e-008,3.79592e-007,1.63599e-014
5.46939e-008,3.85714e-007,1.67312e-014
5.46939e-008,3.91837e-007,1.76334e-014
5.46939e-008,3.97959e-007,1.8209e-014
5.46939e-008,4.04082e-007,1.89689e-014
5.46939e-008,4.10204e-007,1.95402e-014
5.46939e-008,4.16327e-007,2.0195e-014
5.46939e-008,4.22449e-007,2.06741e-014
5.46939e-008,4.28571e-007,2.13693e-014
5.46939e-008,4.34694e-007,2.15711e-014
5.46939e-008,4.40816e-007,2.24136e-014
5.46939e-008,4.46939e-007,2.3017e-014
5.46939e-008,4.53061e-007,2.35688e-014
5.46939e-008,4.59184e-007,2.39004e-014
5.46939e-008,4.65306e-007,2.42727e-014
5.46939e-008,4.71429e-007,2.49605e-014
5.46939e-008,4.77551e-007,2.55071e-014
5.46939e-008,4.83673e-007,2.59985e-014
5.46939e-008,4.89796e-007,2.63292e-014
5.46939e-008,4.95918e-007,2.68767e-014
5.46939e-008,5.02041e-007,2.71919e-014
5.46939e-008,5.08163e-007,2.76796e-014
5.46939e-008,5.14286e-007,2.80539e-014
5.46939e-008,5.20408e-007,2.86669e-014
5.46939e-008,5.26531e-007,2.91217e-014
5.46939e-008,5.32653e-007,2.9521e-014
5.46939e-008,5.38776e-007,2.9777e-014
5.46939e-008,5.44898e-007,3.02654e-014
5.46939e-008,5.5102e-007,3.06214e-014
5.46939e-008,5.57143e-007,3.11825e-014
5.46939e-008,5.63265e-007,3.15061e-014
5.46939e-008,5.69388e-007,3.19716e-014
5.46939e-008,5.7551e-007,3.25081e-014
5.46939e-008,5.81633e-007,3.29873e-014
5.46939e-008,5.87755e-007,3.32351e-014
5.46939e-008,5.93878e-007,3.3819e-014
5.46939e-008,6e-007,3.42442e-014
5.55102e-008,3e-007,8.75679e-015
5.55102e-008,3.06122e-007,9.35753e-015
5.55102e-008,3.12245e-007,1.00411e-014
5.55102e-008,3.18367e-007,1.02869e-014
5.55102e-008,3.2449e-007,1.11133e-014
5.55102e-008,3.30612e-007,1.17652e-014
5.55102e-008,3.36735e-007,1.21219e-014
5.55102e-008,3.42857e-007,1.327e-014
5.55102e-008,3.4898e-007,1.3398e-014
5.55102e-008,3.55102e-007,1.38165e-014
5.55102e-008,3.61224e-007,1.48759e-014
5.55102e-008,3.67347e-007,1.54332e-014
5.55102e-008,3.73469e-007,1.6169e-014
5.55102e-008,3.79592e-007,1.65855e-014
5.55102e-008,3.85714e-007,1.69379e-014
5.55102e-008,3.91837e-007,1.78226e-014
5.55102e-008,3.97959e-007,1.83608e-014
5.55102e-008,4.04082e-007,1.91035e-014
5.55102e-008,4.10204e-007,1.9651e-014
5.55102e-008,4.16327e-007,2.02846e-014
5.55102e-008,4.22449e-007,2.07443e-014
5.55102e-008,4.28571e-007,2.14251e-014
5.55102e-008,4.34694e-007,2.16281e-014
5.55102e-008,4.40816e-007,2.24369e-014
5.55102e-008,4.46939e-007,2.30189e-014
5.55102e-008,4.53061e-007,2.35501e-014
5.55102e-008,4.59184e-007,2.38378e-014
5.55102e-008,4.65306e-007,2.41844e-014
5.55102e-008,4.71429e-007,2.48374e-014
5.55102e-008,4.77551e-007,2.53439e-014
5.55102e-008,4.83673e-007,2.58047e-014
5.55102e-008,4.89796e-007,2.61495e-014
5.55102e-008,4.95918e-007,2.66806e-014
5.55102e-008,5.02041e-007,2.69944e-014
5.55102e-008,5.08163e-007,2.74615e-014
5.55102e-008,5.14286e-007,2.78204e-014
5.55102e-008,5.20408e-007,2.84105e-014
5.55102e-008,5.26531e-007,2.88419e-014
5.55102e-008,5.32653e-007,2.92376e-014
5.55102e-008,5.38776e-007,2.94703e-014
5.55102e-008,5.44898e-007,2.9963e-014
5.55102e-008,5.5102e-007,3.02865e-014
5.55102e-008,5.57143e-007,3.08274e-014
5.55102e-008,5.63265e-007,3.12075e-014
5.55102e-008,5.69388e-007,3.16185e-014
5.55102e-008,5.7551e-007,3.22086e-014
5.55102e-008,5.81633e-007,3.26929e-014
5.55102e-008,5.87755e-007,3.29303e-014
5.55102e-008,5.93878e-007,3.35003e-014
5.55102e-008,6e-007,3.39297e-014
5.63265e-008,3e-007,8.96562e-015
